X,Y,FID,Ano,Codregion,Region,Comuna,Zona,Calle1,Calle2,Numero,lat,lng,Claseaccid,Cód_Comun,Cód_Zona,Zona_1,Cód_Ubica,Ubicación,Cód_Calle,Intersecci,Pistas_de_,Pistas_de1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Fallecidos,Graves,Menos_Grav,Leves,Accidentes
-70.711739,-33.41634,192,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,CARRASCAL,SAMUEL IZQUIERDO,NULL,-33.41634,-70.711739,1,13126,1,URBANA,26,OTROS NO CONSIDERADOS,131260069,CARRASCAL - SAMUEL IZQUIERDO,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.711113,-33.600414,193,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,NOGALES,EYZAGUIRRE,NULL,-33.600414,-70.711113,1,13401,1,URBANA,14,CRUCE CON SEÑAL PARE,134010830,EYZAGUIRRE - NOGALES,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,1,0,1
-70.711098,-33.467178,194,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,AEROPUERTO,5 DE ABRIL,NULL,-33.467178,-70.711098,1,13106,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060019,5 DE ABRIL - AEROPUERTO,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.711021,-33.496914,195,2019,13,REGION METROPOLITANA,CERRILLOS,URBANA,PEDRO AGUIRRE CERDA,NULL,6655,-33.496914,-70.711021,1,13102,1,URBANA,1,TRAMO DE VIA RECTA,131020397,- PEDRO AGUIRRE CERDA,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,1,0,0,1
-70.710999,-33.547081,196,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,LAS ACACIAS,STA MARGARITA,NULL,-33.547081,-70.710999,1,13401,1,URBANA,16,CRUCE SIN SEÑALIZACION,134010624,LAS ACACIAS - STA MARGARITA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.710999,-33.458008,197,2019,13,REGION METROPOLITANA,LO PRADO,URBANA,ECUADOR,VARSOVIA,NULL,-33.458008,-70.710999,1,13117,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131170113,ECUADOR - VARSOVIA,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.710999,-33.343079,198,2019,13,REGION METROPOLITANA,QUILICURA,URBANA,LAS ESTERAS NORTE,PDTE EDUARDO FREI MONTALVA,NULL,-33.343079,-70.710999,1,13125,1,URBANA,14,CRUCE CON SEÑAL PARE,131250330,LAS ESTERAS NORTE - PDTE EDUARDO FREI MONTALVA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.710594,-33.413399,199,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,CRNEL ROBLES,SAMUEL IZQUIERDO,NULL,-33.413399,-70.710594,1,13126,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260099,CRNEL ROBLES - SAMUEL IZQUIERDO,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.71051,-33.416714,200,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,CARRASCAL,NULL,5875,-33.416714,-70.71051,1,13126,1,URBANA,16,CRUCE SIN SEÑALIZACION,131260069,- CARRASCAL,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,0,1
-70.709915,-33.417038,201,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,LA RIOJA,CARRASCAL,NULL,-33.417038,-70.709915,1,13126,1,URBANA,14,CRUCE CON SEÑAL PARE,131260196,CARRASCAL - LA RIOJA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.709579,-33.449879,202,2019,13,REGION METROPOLITANA,LO PRADO,URBANA,DORSAL,LAS PALMAS,NULL,-33.449879,-70.709579,1,13117,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131170105,DORSAL - LAS PALMAS,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.708755,-33.544724,203,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,GRAL VELASQUEZ,STA MARGARITA,NULL,-33.544724,-70.708755,1,13401,1,URBANA,16,CRUCE SIN SEÑALIZACION,134010459,GRAL VELASQUEZ - STA MARGARITA,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,0,1
-70.708221,-33.414906,204,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,CALLE 7,NULL,5410,-33.414906,-70.708221,1,13126,1,URBANA,1,TRAMO DE VIA RECTA,131260059,- CALLE 7,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,3,1
-70.707336,-33.458096,205,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,LIBER BERNARDO O`HIGGINS,NULL,6002,-33.458096,-70.707336,1,13106,1,URBANA,26,OTROS NO CONSIDERADOS,131060407,- LIBER BERNARDO O`HIGGINS,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.70726,-33.44672,206,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,LAS REJAS NORTE,NVA IMPERIAL,NULL,-33.44672,-70.70726,1,13126,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260200,LAS REJAS NORTE - NVA IMPERIAL,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.707214,-33.497066,207,2019,13,REGION METROPOLITANA,CERRILLOS,URBANA,PEDRO AGUIRRE CERDA,SALOMON SACK,NULL,-33.497066,-70.707214,1,13102,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131020397,PEDRO AGUIRRE CERDA - SALOMON SACK,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,1,0,0,2
-70.707214,-33.432449,208,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,JOSE JOAQUIN PEREZ,SERGIO VALDOVINOS,NULL,-33.432449,-70.707214,1,13126,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260174,JOSE JOAQUIN PEREZ - SERGIO VALDOVINOS,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.706734,-33.592129,209,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,URMENETA,NULL,488,-33.592129,-70.706734,1,13401,1,URBANA,1,TRAMO DE VIA RECTA,134011192,- URMENETA,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,0,1
-70.706306,-33.365696,210,2019,13,REGION METROPOLITANA,QUILICURA,URBANA,MANUEL ANTONIO MATTA,SENADOR JAIME GUZMAN,NULL,-33.365696,-70.706306,1,13125,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131250482,MANUEL ANTONIO MATTA - SENADOR JAIME GUZMAN,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.70623,-33.584869,211,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,AMERICA,BALMACEDA,NULL,-33.584869,-70.70623,1,13401,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,134010047,AMERICA - BALMACEDA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.706116,-33.599037,212,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,FREIRE,SAN ALFONSO,NULL,-33.599037,-70.706116,1,13401,1,URBANA,16,CRUCE SIN SEÑALIZACION,134010435,FREIRE - SAN ALFONSO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.706039,-33.607483,213,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,EUCALIPTUS,BULNES,NULL,-33.607483,-70.706039,1,13401,1,URBANA,16,CRUCE SIN SEÑALIZACION,134010396,BULNES - EUCALIPTUS,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.705956,-33.457611,214,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,LAS REJAS NORTE,NULL,65,-33.457611,-70.705956,1,13106,1,URBANA,26,OTROS NO CONSIDERADOS,131060388,- LAS REJAS NORTE,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,0,1
-70.705864,-33.456367,215,2019,13,REGION METROPOLITANA,LO PRADO,URBANA,LAS REJAS NORTE,ACUARIO,NULL,-33.456367,-70.705864,1,13117,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131170245,ACUARIO - LAS REJAS NORTE,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.705833,-33.424122,216,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,SALVADOR GUTIERREZ,JUJUY,NULL,-33.424122,-70.705833,1,13126,1,URBANA,1,TRAMO DE VIA RECTA,131260346,JUJUY - SALVADOR GUTIERREZ,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,0,0,2,1
-70.705544,-33.589268,217,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,COLON NORTE,URMENETA,NULL,-33.589268,-70.705544,1,13401,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,134010259,COLON NORTE - URMENETA,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,1,0,1
-70.70549,-33.42931,218,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,CONSUL POINSETT,ING LLOYD,NULL,-33.42931,-70.70549,1,13126,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131260092,CONSUL POINSETT - ING LLOYD,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.705101,-33.406796,219,2019,13,REGION METROPOLITANA,RENCA,URBANA,SENADOR JAIME GUZMAN,COSTANERA,NULL,-33.406796,-70.705101,1,13128,1,URBANA,26,OTROS NO CONSIDERADOS,131280731,COSTANERA - SENADOR JAIME GUZMAN,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,2,0,0,2
-70.705025,-33.405102,220,2019,13,REGION METROPOLITANA,RENCA,URBANA,DOMINGO SANTA MARIA,NULL,4883,-33.405102,-70.705025,1,13128,1,URBANA,26,OTROS NO CONSIDERADOS,131280220,- DOMINGO SANTA MARIA,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.704979,-33.594563,221,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,COVADONGA,NULL,532,-33.594563,-70.704979,1,13401,1,URBANA,1,TRAMO DE VIA RECTA,134010282,- COVADONGA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.704865,-33.357002,222,2019,13,REGION METROPOLITANA,QUILICURA,URBANA,EL MOLINO,PDTE EDUARDO FREI MONTALVA,NULL,-33.357002,-70.704865,1,13125,1,URBANA,1,TRAMO DE VIA RECTA,131250208,EL MOLINO - PDTE EDUARDO FREI MONTALVA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,4,5
-70.704491,-33.493271,223,2019,13,REGION METROPOLITANA,CERRILLOS,URBANA,PEDRO AGUIRRE CERDA,LAS AMERICAS,NULL,-33.493271,-70.704491,1,13102,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131020397,LAS AMERICAS - PEDRO AGUIRRE CERDA,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.7041621,-33.4950862,224,2019,13,REGION METROPOLITANA,CERRILLOS,URBANA,PEDRO AGUIRRE CERDA,NULL,6100,-33.4950862,-70.7041621,1,13102,1,URBANA,1,TRAMO DE VIA RECTA,131020397,- PEDRO AGUIRRE CERDA,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.704025,-33.429855,225,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,RADAL,CONSUL POINSETT,NULL,-33.429855,-70.704025,1,13126,1,URBANA,16,CRUCE SIN SEÑALIZACION,131260334,CONSUL POINSETT - RADAL,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.703819,-33.608315,226,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,EUCALIPTUS,BARROS ARANA,NULL,-33.608315,-70.703819,1,13401,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,134010396,BARROS ARANA - EUCALIPTUS,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,1,0,1
-70.703316,-33.418835,227,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,JUJUY,LO ESPINOZA,NULL,-33.418835,-70.703316,1,13126,1,URBANA,1,TRAMO DE VIA RECTA,131260182,JUJUY - LO ESPINOZA,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.7032412,-33.4568633,228,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,LIBER BERNARDO O`HIGGINS,NULL,4860,-33.4568633,-70.7032412,1,13106,1,URBANA,26,OTROS NO CONSIDERADOS,131060407,- LIBER BERNARDO O`HIGGINS,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,2,2
-70.703005,-33.5902355,229,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,FREIRE,COLON,NULL,-33.5902355,-70.703005,1,13401,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,134010435,COLON - FREIRE,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.702652,-33.445972,230,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,NVA IMPERIAL,RADAL,NULL,-33.445972,-70.702652,1,13126,1,URBANA,26,OTROS NO CONSIDERADOS,131260267,NVA IMPERIAL - RADAL,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.702087,-33.599934,231,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,SAN ALFONSO,JOSE JOAQUIN PEREZ,NULL,-33.599934,-70.702087,1,13401,1,URBANA,14,CRUCE CON SEÑAL PARE,134011059,JOSE JOAQUIN PEREZ - SAN ALFONSO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.701859,-33.595169,232,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,COVADONGA,BULNES,NULL,-33.595169,-70.701859,1,13401,1,URBANA,16,CRUCE SIN SEÑALIZACION,134010282,BULNES - COVADONGA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.701622,-33.397144,233,2019,13,REGION METROPOLITANA,RENCA,URBANA,LAS MALVAS,LOS CLARINES,NULL,-33.397144,-70.701622,1,13128,1,URBANA,1,TRAMO DE VIA RECTA,131280370,LAS MALVAS - LOS CLARINES,1,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,1,0,1
-70.701553,-33.361984,234,2019,13,REGION METROPOLITANA,QUILICURA,URBANA,PDTE EDUARDO FREI MONTALVA,NULL,8301,-33.361984,-70.701553,1,13125,1,URBANA,1,TRAMO DE VIA RECTA,131250560,- PDTE EDUARDO FREI MONTALVA,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,0,0,0,1
-70.701477,-33.424957,235,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,AYUNTAMIENTO,SALVADOR GUTIERREZ,NULL,-33.424957,-70.701477,1,13126,1,URBANA,26,OTROS NO CONSIDERADOS,131260037,AYUNTAMIENTO - SALVADOR GUTIERREZ,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.701477,-33.328915,236,2019,13,REGION METROPOLITANA,QUILICURA,URBANA,SAN IGNACIO,NULL,207,-33.328915,-70.701477,1,13125,1,URBANA,1,TRAMO DE VIA RECTA,131250661,- SAN IGNACIO,3,3,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.701294,-33.592339,237,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,OHIGGINS,NULL,326,-33.592339,-70.701294,1,13401,1,URBANA,1,TRAMO DE VIA RECTA,134010840,- OHIGGINS,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.701225,-33.529263,238,2019,13,REGION METROPOLITANA,LO ESPEJO,URBANA,GABRIELA MISTRAL,BALMACEDA,NULL,-33.529263,-70.701225,1,13116,1,URBANA,1,TRAMO DE VIA RECTA,131160177,BALMACEDA - GABRIELA MISTRAL,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.700813,-33.572956,239,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,OCHAGAVIA,LO BLANCO,NULL,-33.572956,-70.700813,1,13105,1,URBANA,12,CRUCE CON SEMAFORO APAGADO,131050641,LO BLANCO - OCHAGAVIA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.70076,-33.587769,240,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,FREIRE,12 DE FEBRERO,NULL,-33.587769,-70.70076,1,13401,1,URBANA,14,CRUCE CON SEÑAL PARE,134010435,12 DE FEBRERO - FREIRE,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.7006,-33.599895,241,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,BARROS ARANA,NULL,867,-33.599895,-70.7006,1,13401,1,URBANA,16,CRUCE SIN SEÑALIZACION,134010115,- BARROS ARANA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.700142,-33.40134,242,2019,13,REGION METROPOLITANA,RENCA,URBANA,SENADOR JAIME GUZMAN,LOS NARDOS,NULL,-33.40134,-70.700142,1,13128,1,URBANA,1,TRAMO DE VIA RECTA,131280731,LOS NARDOS - SENADOR JAIME GUZMAN,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,0,1
-70.699852,-33.595596,243,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,SAN JOSE,STA VICTORIA,NULL,-33.595596,-70.699852,1,13401,1,URBANA,16,CRUCE SIN SEÑALIZACION,134011073,SAN JOSE - STA VICTORIA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.69944,-33.441856,244,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,PEDRO LEON UGALDE,NULL,890,-33.441856,-70.69944,1,13126,1,URBANA,26,OTROS NO CONSIDERADOS,131260284,- PEDRO LEON UGALDE,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.698997,-33.429436,245,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,MAPOCHO,NULL,4591,-33.429436,-70.698997,1,13126,1,URBANA,26,OTROS NO CONSIDERADOS,131260231,- MAPOCHO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.698891,-33.421452,246,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,CARRASCAL,SANTIAGO DE URIONA,NULL,-33.421452,-70.698891,1,13126,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260069,CARRASCAL - SANTIAGO DE URIONA,3,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.698792,-33.481483,247,2019,13,REGION METROPOLITANA,CERRILLOS,URBANA,SUIZA,LUCERNA,NULL,-33.481483,-70.698792,1,13102,1,URBANA,1,TRAMO DE VIA RECTA,131020468,LUCERNA - SUIZA,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,0,1
-70.698257,-33.481747,248,2019,13,REGION METROPOLITANA,CERRILLOS,URBANA,SUIZA,LOS ALPES,NULL,-33.481747,-70.698257,1,13102,1,URBANA,1,TRAMO DE VIA RECTA,131020468,LOS ALPES - SUIZA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,2,0,2
-70.696632,-33.441422,249,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,CATEDRAL,NULL,4520,-33.441422,-70.696632,1,13126,1,URBANA,26,OTROS NO CONSIDERADOS,131260074,- CATEDRAL,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,2,1
-70.696617,-33.560879,250,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,OCHAGAVIA,LAS ACACIAS,NULL,-33.560879,-70.696617,1,13401,1,URBANA,16,CRUCE SIN SEÑALIZACION,134010843,LAS ACACIAS - OCHAGAVIA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.69635,-33.445267,251,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,NVA IMPERIAL,CONSTANTINO,NULL,-33.445267,-70.69635,1,13126,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260267,CONSTANTINO - NVA IMPERIAL,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.696251,-33.471294,252,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,USPALLATA,PINGUINOS,NULL,-33.471294,-70.696251,1,13106,1,URBANA,1,TRAMO DE VIA RECTA,131060740,PINGUINOS - USPALLATA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,0,1
-70.69603,-33.460602,253,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,5 DE ABRIL,GRAL AMENGUAL,NULL,-33.460602,-70.69603,1,13106,1,URBANA,26,OTROS NO CONSIDERADOS,131060011,5 DE ABRIL - GRAL AMENGUAL,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,1,1
-70.696022,-33.454933,254,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MANUEL RODRIGUEZ,LIBER BERNARDO O`HIGGINS,NULL,-33.454933,-70.696022,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010391,LIBER BERNARDO O`HIGGINS - MANUEL RODRIGUEZ,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-70.69471,-33.40847,255,2019,13,REGION METROPOLITANA,RENCA,URBANA,DOMINGO SANTA MARIA,MAPOCHO,NULL,-33.40847,-70.69471,1,13128,1,URBANA,1,TRAMO DE VIA RECTA,131280220,DOMINGO SANTA MARIA - MAPOCHO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,2,0,0,2
-70.694267,-33.579136,256,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,CALDERON DE LA BARCA,GRAN AVDA JOSE MIGUEL CARRERA,NULL,-33.579136,-70.694267,1,13401,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,134010145,CALDERON DE LA BARCA - GRAN AVDA JOSE MIGUEL CARRERA,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,0,1
-70.694077,-33.40015,257,2019,13,REGION METROPOLITANA,RENCA,URBANA,SENADOR JAIME GUZMAN,COLON,NULL,-33.40015,-70.694077,1,13128,1,URBANA,1,TRAMO DE VIA RECTA,131280731,COLON - SENADOR JAIME GUZMAN,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,2
-70.693321,-33.468548,258,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,GANDARILLAS,VETERANOS DEL 79,NULL,-33.468548,-70.693321,1,13106,1,URBANA,14,CRUCE CON SEÑAL PARE,131060242,GANDARILLAS - VETERANOS DEL 79,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.693283,-33.482147,259,2019,13,REGION METROPOLITANA,CERRILLOS,URBANA,BUZETA,AVDA 7,NULL,-33.482147,-70.693283,1,13102,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131020084,AVDA 7 - BUZETA,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.693054,-33.454525,260,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,LIBER BERNARDO O`HIGGINS,TORO MAZOTTE,NULL,-33.454525,-70.693054,1,13106,1,URBANA,26,OTROS NO CONSIDERADOS,131060407,LIBER BERNARDO O`HIGGINS - TORO MAZOTTE,4,4,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.693024,-33.423107,261,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,CARRASCAL,GRAL BRAYER,NULL,-33.423107,-70.693024,1,13126,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260069,CARRASCAL - GRAL BRAYER,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,0,0,0,1
-70.6922124,-33.4344811,262,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,CRNEL ROBLES,NULL,1357,-33.4344811,-70.6922124,1,13126,1,URBANA,26,OTROS NO CONSIDERADOS,131260099,- CRNEL ROBLES,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.691795,-33.459099,263,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,5 DE ABRIL,ARICA,NULL,-33.459099,-70.691795,1,13106,1,URBANA,26,OTROS NO CONSIDERADOS,131060011,5 DE ABRIL - ARICA,3,3,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.691605,-33.552975,264,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,OCHAGAVIA,MILLANTU,NULL,-33.552975,-70.691605,1,13105,1,URBANA,1,TRAMO DE VIA RECTA,131050641,MILLANTU - OCHAGAVIA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.691399,-33.454456,265,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,CAP GALVEZ,GRAL VELASQUEZ,NULL,-33.454456,-70.691399,1,13106,1,URBANA,1,TRAMO DE VIA RECTA,131060094,CAP GALVEZ - GRAL VELASQUEZ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,0,0,0,1
-70.691048,-33.454006,266,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,LIBER BERNARDO O`HIGGINS,PADRE ALBERTO HURTADO,NULL,-33.454006,-70.691048,1,13106,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060407,LIBER BERNARDO O`HIGGINS - PADRE ALBERTO HURTADO,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.69059,-33.459068,267,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,ARICA,TORO MAZOTTE,NULL,-33.459068,-70.69059,1,13106,1,URBANA,14,CRUCE CON SEÑAL PARE,131060047,ARICA - TORO MAZOTTE,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.690559,-33.459824,268,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,TORO MAZOTTE,MARINERO PEDRO AROS,NULL,-33.459824,-70.690559,1,13106,1,URBANA,14,CRUCE CON SEÑAL PARE,131060728,MARINERO PEDRO AROS - TORO MAZOTTE,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.690514,-33.432095,269,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,JULIO BANADOS,MAPOCHO,NULL,-33.432095,-70.690514,1,13126,1,URBANA,14,CRUCE CON SEÑAL PARE,131260184,JULIO BANADOS - MAPOCHO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
