FID,ICOUNT,Comuna,Cód_Región,Región,País,Calle_Uno,Calle_Dos,Número,Dirección,Fallecidos,Graves,Menos_Grav,Leves,Accidentes,Falle_bici,Grave_bici,Mgrav_bici,leve_bici
1,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,CAMINO EL ROMERAL, ,4,CAMINO EL ROMERAL 4,0,0,0,1,1,0,0,0,1
2,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,ENRIQUE MADRID OSORIO,BARROS ARANA,0,ENRIQUE MADRID OSORIO / BARROS ARANA,0,0,0,1,1,0,0,0,1
3,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,EUCALIPTUS,DIEGO PORTALES,0,EUCALIPTUS / DIEGO PORTALES,0,0,1,0,1,0,0,1,0
4,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,LOS CANELOS, ,223,LOS CANELOS 223,0,1,0,0,1,0,1,0,0
5,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,CENTRAL,LOS SUSPIROS,0,CENTRAL / LOS SUSPIROS,0,0,0,1,1,0,0,0,1
6,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,PADRE HURTADO, ,13560,PADRE HURTADO 13560,0,1,0,0,1,0,1,0,0
7,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,PADRE HURTADO, ,18832,PADRE HURTADO 18832,0,1,0,0,1,0,1,0,0
8,1,MAIPU,13,REGION METROPOLITANA,Chile,EL CONQUISTADOR, ,3111,EL CONQUISTADOR 3111,0,0,0,0,1,0,0,0,0
9,1,MAIPU,13,REGION METROPOLITANA,Chile,CALETA DE CAMARONES, ,849,CALETA DE CAMARONES 849,0,0,0,1,1,0,0,0,1
10,1,MAIPU,13,REGION METROPOLITANA,Chile,LAS TINAJAS, ,2236,LAS TINAJAS 2236,0,0,0,1,1,0,0,0,1
11,1,MAIPU,13,REGION METROPOLITANA,Chile,PORTALES, ,1742,PORTALES 1742,0,0,0,1,1,0,0,0,1
12,1,MAIPU,13,REGION METROPOLITANA,Chile,3 PONIENTE,ANGOSTURA,0,3 PONIENTE / ANGOSTURA,0,0,0,2,1,0,0,0,0
13,1,MAIPU,13,REGION METROPOLITANA,Chile,PRESIDENTE ARTURO ALESSANDRI PALMA,SERGIO SILVA ACUNA,0,PRESIDENTE ARTURO ALESSANDRI PALMA / SERGIO SILVA ACUNA,0,0,0,0,1,0,0,0,0
14,1,MAIPU,13,REGION METROPOLITANA,Chile,EL OLIMPO,CAMPANARIO,0,EL OLIMPO / CAMPANARIO,0,0,0,1,1,0,0,0,1
15,1,MAIPU,13,REGION METROPOLITANA,Chile,3 PONIENTE,ALFREDO SILVA CARVALLO,0,3 PONIENTE / ALFREDO SILVA CARVALLO,0,0,0,1,1,0,0,0,0
16,1,MAIPU,13,REGION METROPOLITANA,Chile,CAMINO A MELIPILLA, ,16620,CAMINO A MELIPILLA 16620,0,0,1,0,1,0,0,0,0
17,1,MAIPU,13,REGION METROPOLITANA,Chile,DEL REY,PORTALES,0,DEL REY / PORTALES,0,0,0,1,1,0,0,0,1
18,1,MAIPU,13,REGION METROPOLITANA,Chile,ALFREDO SILVA CARVALLO,ELISEO,0,ALFREDO SILVA CARVALLO / ELISEO,0,0,0,1,1,0,0,0,1
19,1,MAIPU,13,REGION METROPOLITANA,Chile,1 SUR,DEL REY,0,1 SUR / DEL REY,0,0,0,0,1,0,0,0,0
20,1,MAIPU,13,REGION METROPOLITANA,Chile,SILVIA PINTO, ,590,SILVIA PINTO 590,0,0,0,1,1,0,0,0,0
21,1,MAIPU,13,REGION METROPOLITANA,Chile,DIEGO DE ALMAGRO,EL CARMEN,0,DIEGO DE ALMAGRO / EL CARMEN,0,0,0,0,1,0,0,0,0
22,1,MAIPU,13,REGION METROPOLITANA,Chile,EL CARMEN, ,1050,EL CARMEN 1050,0,0,0,1,1,0,0,0,1
23,1,MAIPU,13,REGION METROPOLITANA,Chile,LOS PAJARITOS,VICENTE REYES,0,LOS PAJARITOS / VICENTE REYES,0,0,0,1,1,0,0,0,1
24,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,SAN ALFONSO,AMERICA,0,SAN ALFONSO / AMERICA,0,0,0,0,1,0,0,0,0
25,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,ARTURO PRAT,BULNES,0,ARTURO PRAT / BULNES,0,0,0,0,1,0,0,0,0
26,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PEREZ,SAN JOSE,0,JOSE JOAQUIN PEREZ / SAN JOSE,0,0,0,1,1,0,0,0,1
27,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,SAN ALFONSO,BARROS ARANA,0,SAN ALFONSO / BARROS ARANA,0,0,0,1,1,0,0,0,1
28,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,ELEUTERIO RAMIREZ, ,979,ELEUTERIO RAMIREZ 979,0,0,0,1,1,0,0,0,1
29,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,COLON NORTE, ,561,COLON NORTE 561,0,0,0,1,1,0,0,0,1
30,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,PINTO,COLON NORTE,0,PINTO / COLON NORTE,0,1,0,0,1,0,1,0,0
31,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,BAQUEDANO,MALAQUIAS CONCHA,0,BAQUEDANO / MALAQUIAS CONCHA,0,0,0,0,1,0,0,0,0
32,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,SAN MARTIN,SAN JOSE,0,SAN MARTIN / SAN JOSE,0,1,0,0,1,0,1,0,0
33,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,SAN MARTIN,CONDELL,0,SAN MARTIN / CONDELL,0,0,0,0,1,0,0,0,0
34,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,COLON NORTE,MARINA ORTIZ DE GAETE,0,COLON NORTE / MARINA ORTIZ DE GAETE,0,1,0,0,1,0,1,0,0
35,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,LOS PINOS,CALETERA,0,LOS PINOS / CALETERA,0,0,0,0,1,0,0,0,0
36,3,SAN BERNARDO,13,REGION METROPOLITANA,Chile,CAMINO LA VARA,CALETERA,0,CAMINO LA VARA / CALETERA,1,0,0,2,3,1,0,0,2
37,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,NACIMIENTO,LA TRILLA,0,NACIMIENTO / LA TRILLA,0,0,0,0,1,0,0,0,0
38,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,CALLE 23 DE ENERO, ,1440,CALLE 23 DE ENERO 1440,0,0,1,0,1,0,0,1,0
39,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA, ,14240,GRAN AVENIDA JOSE MIGUEL CARRERA 14240,0,1,0,0,1,0,1,0,0
40,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,SANCHEZ,SANTA MARTA,0,SANCHEZ / SANTA MARTA,0,0,0,0,1,0,0,0,0
41,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA,CALDERON DE LA BARCA,0,GRAN AVENIDA JOSE MIGUEL CARRERA / CALDERON DE LA BARCA,0,0,0,1,1,0,0,0,1
42,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,CALDERON DE LA BARCA,JUAN DE SAAVEDRA,0,CALDERON DE LA BARCA / JUAN DE SAAVEDRA,0,0,0,1,1,0,0,0,1
43,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,CONDELL,MARTIN DE SOLIS,0,CONDELL / MARTIN DE SOLIS,0,0,1,0,1,0,0,1,0
44,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,MARTIN DE SOLIS,COLON SUR,0,MARTIN DE SOLIS / COLON SUR,0,0,0,0,1,0,0,0,0
45,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,DUCAUD,CENTRAL,0,DUCAUD / CENTRAL,0,0,0,0,1,0,0,0,0
46,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,PEDRO SANCHO DE LA HOZ,CALDERON DE LA BARCA,0,PEDRO SANCHO DE LA HOZ / CALDERON DE LA BARCA,0,0,0,1,1,0,0,0,1
47,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,MARTIN DE SOLIS,BALMACEDA,0,MARTIN DE SOLIS / BALMACEDA,0,0,0,0,1,0,0,0,0
48,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,CONDELL,DUCAUD,0,CONDELL / DUCAUD,0,0,0,1,1,0,0,0,1
49,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,PADRE HURTADO,SAN JOSE,0,PADRE HURTADO / SAN JOSE,0,0,0,1,1,0,0,0,1
50,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,PADRE HURTADO, ,14349,PADRE HURTADO 14349,0,0,0,1,1,0,0,0,1
51,2,SAN BERNARDO,13,REGION METROPOLITANA,Chile,PADRE HURTADO,BALMACEDA,0,PADRE HURTADO / BALMACEDA,0,0,0,2,2,0,0,0,2
52,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,SANTA MARTA,PADRE HURTADO,0,SANTA MARTA / PADRE HURTADO,0,0,0,1,1,0,0,0,1
53,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,BALMACEDA,VOLCAN MAIPO,0,BALMACEDA / VOLCAN MAIPO,0,0,0,1,1,0,0,0,1
54,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,SANTA MERCEDES, ,14286,SANTA MERCEDES 14286,0,0,0,0,1,0,0,0,0
55,1,LA PINTANA,13,REGION METROPOLITANA,Chile,SAN FRANCISCO,LO BLANCO,0,SAN FRANCISCO / LO BLANCO,0,0,0,1,1,0,0,0,1
56,2,EL BOSQUE,13,REGION METROPOLITANA,Chile,LO BLANCO,FRANCISCO DE CAMARGO,0,LO BLANCO / FRANCISCO DE CAMARGO,0,0,1,0,2,0,0,0,0
57,2,EL BOSQUE,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA, ,10375,GRAN AVENIDA JOSE MIGUEL CARRERA 10375,0,0,0,1,2,0,0,0,1
58,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LO MARTINEZ,JUAN SEBASTIAN BACH,0,LO MARTINEZ / JUAN SEBASTIAN BACH,0,0,0,1,1,0,0,0,1
59,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LO BLANCO,LOS MORROS,0,LO BLANCO / LOS MORROS,0,0,0,1,1,0,0,0,1
60,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS MORROS, ,13264,LOS MORROS 13264,0,0,0,1,1,0,0,0,1
61,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,MONSENOR LARRAIN,LOS ABEDULES,0,MONSENOR LARRAIN / LOS ABEDULES,0,0,0,0,1,0,0,0,0
62,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS MORROS,LO MORENO,0,LOS MORROS / LO MORENO,0,0,0,2,1,0,0,0,1
63,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS MORROS, ,12953,LOS MORROS 12953,1,0,0,0,1,1,0,0,0
64,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,AGUSTIN CALDERON ROJAS, ,11601,AGUSTIN CALDERON ROJAS 11601,0,0,0,1,1,0,0,0,1
65,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS MORROS,LOS CAROLINOS,0,LOS MORROS / LOS CAROLINOS,0,0,0,1,1,0,0,0,1
66,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS MORROS,LOS CIERVOS,0,LOS MORROS / LOS CIERVOS,0,0,0,3,1,0,0,0,1
67,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,JOAQUIN DIAZ GARCES,ANDRES BELLO,0,JOAQUIN DIAZ GARCES / ANDRES BELLO,0,0,0,1,1,0,0,0,1
68,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS MORROS,EL LIBERTADOR,0,LOS MORROS / EL LIBERTADOR,0,0,0,1,1,0,0,0,1
69,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,MADRID,EL GUINDO,0,MADRID / EL GUINDO,0,0,0,1,1,0,0,0,1
70,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,SANTA ELENA,LOS DIAMANTES,0,SANTA ELENA / LOS DIAMANTES,0,0,0,1,1,0,0,0,1
71,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS MORROS,ANTONIO VARAS,0,LOS MORROS / ANTONIO VARAS,0,0,0,1,1,0,0,0,1
72,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,OBSERVATORIO,LOS LITRES,0,OBSERVATORIO / LOS LITRES,0,1,0,0,1,0,1,0,0
73,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LO MARTINEZ,LOS RAULIES,0,LO MARTINEZ / LOS RAULIES,0,0,0,1,1,0,0,0,1
74,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS RAULIES, ,11283,LOS RAULIES 11283,0,0,0,2,1,0,0,0,2
75,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LO MARTINEZ,LOS MIMBRES,0,LO MARTINEZ / LOS MIMBRES,0,0,0,1,1,0,0,0,1
76,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS LIGUES,OBSERVATORIO,0,LOS LIGUES / OBSERVATORIO,0,0,1,0,1,0,0,1,0
77,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS MIMBRES,LOS SAUCES,0,LOS MIMBRES / LOS SAUCES,1,0,0,0,1,1,0,0,0
78,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LO MARTINEZ,ANGELMO,0,LO MARTINEZ / ANGELMO,0,1,0,0,1,0,1,0,0
79,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,CAMINO A LONQUEN, ,4520,CAMINO A LONQUEN 4520,1,0,0,0,1,1,0,0,0
80,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,PUERTA SUR,GENERAL VELASQUEZ,0,PUERTA SUR / GENERAL VELASQUEZ,0,0,0,1,1,0,0,0,1
81,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,SANTA MARGARITA,GENERAL VELASQUEZ,0,SANTA MARGARITA / GENERAL VELASQUEZ,0,1,0,0,1,0,1,0,0
82,1,LO ESPEJO,13,REGION METROPOLITANA,Chile,LEON DE LA BARRA, ,311,LEON DE LA BARRA 311,0,0,0,1,1,0,0,0,1
83,1,SAN BERNARDO,13,REGION METROPOLITANA,Chile,LA DIVISA, ,340,LA DIVISA 340,0,0,0,1,1,0,0,0,1
84,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,CACIQUE PELANTARO,EL PILLAN,0,CACIQUE PELANTARO / EL PILLAN,0,0,0,1,1,0,0,0,1
85,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,GENERAL KORNER,CAUPOLICAN,0,GENERAL KORNER / CAUPOLICAN,0,0,0,1,1,0,0,0,1
86,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA,OBSERVATORIO,0,GRAN AVENIDA JOSE MIGUEL CARRERA / OBSERVATORIO,0,0,0,0,1,0,0,0,0
87,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,PUYEHUE,PEREZ ROMAN,0,PUYEHUE / PEREZ ROMAN,0,0,0,1,1,0,0,0,1
88,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,OBSERVATORIO,LOS MORROS,0,OBSERVATORIO / LOS MORROS,0,1,0,1,1,0,1,0,0
89,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS MORROS,JORGE LUCO,0,LOS MORROS / JORGE LUCO,0,0,0,1,1,0,0,0,1
90,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,ALEJANDRO GUZMAN, ,434,ALEJANDRO GUZMAN 434,0,0,0,1,1,0,0,0,1
91,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,LOS AVIADORES,LOS MORROS,0,LOS AVIADORES / LOS MORROS,0,0,0,1,1,0,0,0,1
92,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,BAQUEDANO,JORGE LUCO,0,BAQUEDANO / JORGE LUCO,0,0,1,0,1,0,0,1,0
93,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,RIQUELME,LOS MORROS,0,RIQUELME / LOS MORROS,0,0,0,1,1,0,0,0,1
94,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA, ,9155,GRAN AVENIDA JOSE MIGUEL CARRERA 9155,0,0,0,1,1,0,0,0,1
95,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA,OSSA,0,GRAN AVENIDA JOSE MIGUEL CARRERA / OSSA,0,1,0,0,1,0,1,0,0
96,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,RIQUELME,BAQUEDANO,0,RIQUELME / BAQUEDANO,0,0,0,1,1,0,0,0,1
97,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,ELEUTERIO RAMIREZ,SUR,0,ELEUTERIO RAMIREZ / SUR,0,0,0,1,1,0,0,0,1
98,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,ALEJANDRO GUZMAN,JULIO COVARRUBIAS,0,ALEJANDRO GUZMAN / JULIO COVARRUBIAS,0,0,0,1,1,0,0,0,1
99,1,LO ESPEJO,13,REGION METROPOLITANA,Chile,PRESIDENTE SALVADOR ALLENDE,CLOTARIO BLEST,0,PRESIDENTE SALVADOR ALLENDE / CLOTARIO BLEST,0,0,0,1,1,0,0,0,1
100,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PRIETO VIAL,CAPRICORNIO,0,JOSE JOAQUIN PRIETO VIAL / CAPRICORNIO,0,0,0,1,1,0,0,0,1
101,1,LO ESPEJO,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PRIETO VIAL,AMERICO VESPUCIO,0,JOSE JOAQUIN PRIETO VIAL / AMERICO VESPUCIO,0,1,0,0,1,0,1,0,0
102,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO, ,680,AMERICO VESPUCIO 680,0,0,0,1,1,0,0,0,1
103,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,LA VENDIMIA,DOCTOR VIZCARRA,0,LA VENDIMIA / DOCTOR VIZCARRA,0,0,0,0,1,0,0,0,0
104,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,BRISAS DEL MAIPO,LETRAS,0,BRISAS DEL MAIPO / LETRAS,0,1,0,0,1,0,1,0,0
105,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,EL PARRON, ,113,EL PARRON 113,0,0,0,1,1,0,0,0,1
106,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO,LOS CEREZOS,0,AMERICO VESPUCIO / LOS CEREZOS,0,0,0,0,1,0,0,0,0
107,2,LA CISTERNA,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA,AMERICO VESPUCIO,0,GRAN AVENIDA JOSE MIGUEL CARRERA / AMERICO VESPUCIO,0,1,0,1,2,0,1,0,1
108,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA, ,8643,GRAN AVENIDA JOSE MIGUEL CARRERA 8643,0,1,0,0,1,0,1,0,0
109,2,LA CISTERNA,13,REGION METROPOLITANA,Chile,EL PARRON,GRAN AVENIDA JOSE MIGUEL CARRERA,0,EL PARRON / GRAN AVENIDA JOSE MIGUEL CARRERA,0,0,0,2,2,0,0,0,1
110,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,SAN FRANCISCO, ,12138,SAN FRANCISCO 12138,0,1,0,0,1,0,1,0,0
111,1,LA PINTANA,13,REGION METROPOLITANA,Chile,LO MARTINEZ,PEDRO PRADO,0,LO MARTINEZ / PEDRO PRADO,0,0,0,2,1,0,0,0,1
112,1,LA PINTANA,13,REGION METROPOLITANA,Chile,CAMINO EL MARISCAL, ,2320,CAMINO EL MARISCAL 2320,0,1,0,0,1,0,1,0,0
113,1,LA PINTANA,13,REGION METROPOLITANA,Chile,PATAGONIA,LAGAR,0,PATAGONIA / LAGAR,0,0,0,2,1,0,0,0,2
114,1,LA PINTANA,13,REGION METROPOLITANA,Chile,BALDOMERO LILLO,PATAGONIA,0,BALDOMERO LILLO / PATAGONIA,0,1,0,0,1,0,1,0,0
115,1,LA PINTANA,13,REGION METROPOLITANA,Chile,REY DON FELIPE,PATAGONIA,0,REY DON FELIPE / PATAGONIA,1,0,0,0,1,1,0,0,0
116,1,LA PINTANA,13,REGION METROPOLITANA,Chile,ANIBAL PINTO,BALDOMERO LILLO,0,ANIBAL PINTO / BALDOMERO LILLO,0,0,0,2,1,0,0,0,2
117,1,LA PINTANA,13,REGION METROPOLITANA,Chile,SANTA ROSA,LO MARTINEZ,0,SANTA ROSA / LO MARTINEZ,0,0,0,1,1,0,0,0,1
118,1,LA PINTANA,13,REGION METROPOLITANA,Chile,SANTA ROSA,GABRIELA,0,SANTA ROSA / GABRIELA,0,0,1,0,1,0,0,1,0
119,1,LA PINTANA,13,REGION METROPOLITANA,Chile,CAMINO EL MARISCAL, ,2586,CAMINO EL MARISCAL 2586,0,0,1,0,1,0,0,1,0
120,1,LA PINTANA,13,REGION METROPOLITANA,Chile,CAMINO EL MARISCAL, ,2757,CAMINO EL MARISCAL 2757,0,0,0,1,1,0,0,0,1
121,1,LA PINTANA,13,REGION METROPOLITANA,Chile,SANTA ROSA,BATALLON CHACABUCO,0,SANTA ROSA / BATALLON CHACABUCO,0,1,0,0,1,0,1,0,0
122,2,LA PINTANA,13,REGION METROPOLITANA,Chile,SANTA ROSA,LAUTARO,0,SANTA ROSA / LAUTARO,0,0,1,1,2,0,0,1,1
123,1,LA PINTANA,13,REGION METROPOLITANA,Chile,SANTA ROSA,OMBU,0,SANTA ROSA / OMBU,0,1,0,0,1,0,1,0,0
124,1,LA PINTANA,13,REGION METROPOLITANA,Chile,OMBU,EL OREGON,0,OMBU / EL OREGON,0,0,1,0,1,0,0,1,0
125,1,LA PINTANA,13,REGION METROPOLITANA,Chile,ROSA ESTER, ,3221,ROSA ESTER 3221,0,1,0,0,1,0,1,0,0
126,1,LA PINTANA,13,REGION METROPOLITANA,Chile,BATALLON CHACABUCO,TUPAHUE,0,BATALLON CHACABUCO / TUPAHUE,0,0,0,1,1,0,0,0,1
127,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,GABRIELA PONIENTE,4 ORIENTE,0,GABRIELA PONIENTE / 4 ORIENTE,0,0,0,1,1,0,0,0,1
128,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,LA SERENA,RIO EBRO,0,LA SERENA / RIO EBRO,0,0,0,1,1,0,0,0,1
129,1,LA PINTANA,13,REGION METROPOLITANA,Chile,LA SERENA,OMBU,0,LA SERENA / OMBU,0,0,0,1,1,0,0,0,1
130,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,LUIS MATTE LARRAIN,CANAL MONTINO,0,LUIS MATTE LARRAIN / CANAL MONTINO,0,0,1,0,1,0,0,1,0
131,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,GABRIELA PONIENTE,CLEOPATRA,0,GABRIELA PONIENTE / CLEOPATRA,1,0,0,0,1,1,0,0,0
132,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,LUIS MATTE LARRAIN, ,1755,LUIS MATTE LARRAIN 1755,0,0,0,1,1,0,0,0,1
133,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,CRETA,GABRIELA PONIENTE,0,CRETA / GABRIELA PONIENTE,0,0,0,1,1,0,0,0,1
134,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,LUIS MATTE LARRAIN,CRETA,0,LUIS MATTE LARRAIN / CRETA,0,0,0,1,1,0,0,0,1
135,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,GABRIELA PONIENTE,EJERCITO LIBERTADOR,0,GABRIELA PONIENTE / EJERCITO LIBERTADOR,0,1,0,0,1,0,1,0,0
136,1,EL BOSQUE,13,REGION METROPOLITANA,Chile,JULIO COVARRUBIAS,LOS AVIADORES,0,JULIO COVARRUBIAS / LOS AVIADORES,0,0,0,1,1,0,0,0,1
137,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,OSSA,SAN CARLOS,0,OSSA / SAN CARLOS,0,0,0,1,1,0,0,0,1
138,1,LA PINTANA,13,REGION METROPOLITANA,Chile,GENERAL FRANCISCO FRANCO,LOS CONDORES,0,GENERAL FRANCISCO FRANCO / LOS CONDORES,0,0,0,1,1,0,0,0,1
139,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,VICUNA MACKENNA,SAN PEDRO,0,VICUNA MACKENNA / SAN PEDRO,0,0,0,1,1,0,0,0,1
140,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,CERRO NEGRO,GOYCOLEA,0,CERRO NEGRO / GOYCOLEA,0,0,0,1,1,0,0,0,1
141,1,SAN RAMON,13,REGION METROPOLITANA,Chile,JUAN LUIS SANFUENTES,RIQUELME,0,JUAN LUIS SANFUENTES / RIQUELME,0,0,0,1,1,0,0,0,0
142,1,LA PINTANA,13,REGION METROPOLITANA,Chile,VICENTE LLANOS,ALMIRANTE LATORRE,0,VICENTE LLANOS / ALMIRANTE LATORRE,0,0,0,1,1,0,0,0,1
143,1,SAN RAMON,13,REGION METROPOLITANA,Chile,GOYCOLEA,LA BANDERA,0,GOYCOLEA / LA BANDERA,0,0,0,0,1,0,0,0,0
144,1,SAN RAMON,13,REGION METROPOLITANA,Chile,ALMIRANTE LATORRE,VICUNA MACKENNA,0,ALMIRANTE LATORRE / VICUNA MACKENNA,0,0,0,0,1,0,0,0,0
145,1,SAN RAMON,13,REGION METROPOLITANA,Chile,OSSA,ALMIRANTE LATORRE,0,OSSA / ALMIRANTE LATORRE,0,0,0,0,1,0,0,0,0
146,1,SAN RAMON,13,REGION METROPOLITANA,Chile,MAXIMILANO GOLBE,PEDRO AGUIRRE CERDA,0,MAXIMILANO GOLBE / PEDRO AGUIRRE CERDA,0,0,0,0,1,0,0,0,0
147,1,SAN RAMON,13,REGION METROPOLITANA,Chile,PEDRO AGUIRRE CERDA,AMERICO VESPUCIO,0,PEDRO AGUIRRE CERDA / AMERICO VESPUCIO,0,0,0,0,1,0,0,0,0
148,1,SAN RAMON,13,REGION METROPOLITANA,Chile,SANTA ROSA,AMERICO VESPUCIO,0,SANTA ROSA / AMERICO VESPUCIO,0,0,0,1,1,0,0,0,1
149,1,LA GRANJA,13,REGION METROPOLITANA,Chile,SAN MARTIN, ,31,SAN MARTIN 31,0,0,0,0,1,0,0,0,0
150,1,SAN RAMON,13,REGION METROPOLITANA,Chile,SANTA ROSA,ALPATACAL,0,SANTA ROSA / ALPATACAL,0,0,0,0,1,0,0,0,0
151,1,SAN RAMON,13,REGION METROPOLITANA,Chile,SANTA ROSA,SARGENTO CANDELARIA,0,SANTA ROSA / SARGENTO CANDELARIA,0,0,0,0,1,0,0,0,0
152,1,LA PINTANA,13,REGION METROPOLITANA,Chile,SANTA ROSA,SANTO TOMAS,0,SANTA ROSA / SANTO TOMAS,0,0,0,1,1,0,0,0,1
153,2,LA PINTANA,13,REGION METROPOLITANA,Chile,SANTA ROSA,GENERAL ARRIAGADA,0,SANTA ROSA / GENERAL ARRIAGADA,0,2,0,0,2,0,2,0,0
